email,password,first_name,last_name,phone,address,city,zip_code,country,date_joined,pet_name,pet_type,pet_gender,pet_breed,pet_neutered,pet_age_years,pet_age_months,pet_weight,pet_body_type,pet_activity_level,pet_food_types,pet_food_feeling,pet_food_importance
burak.dogan936@gmail.com,BuDog22!2024,Burak,Doğan,+90 535 303 30 18,Nispetiye Cd 55,Istanbul,34861,Turkey,2025-10-07T15:52:39,Lucy,Dog,Female,Shiba Inu,True,1.0,3.0,10.2,Underweight,Active,Wet food,Always hungry,Important
silverpanda718@datamint.es,AnSmi36#2025,Anne,Smit,+31 6 5574 0165,Coolsingel 243,Amsterdam,1071 93,Netherlands,2025-10-07T16:15:47,,,,,,,,,,,,,
ece.ozturk@yahoo.com,EcOzt73@2025,Ece,Öztürk,+90 501 431 38 25,Turan Güneş Blv 22,Kayseri,38005,Turkey,2025-10-07T17:26:34,,,,,,,,,,,,,
sanna.heikkinen@msn.com,SaHei57@2025,Sanna,Heikkinen,+358 044 6269094,Aleksanterinkatu 159,Helsinki,00470,Finland,2025-10-07T17:38:02,,,,,,,,,,,,,
hakan.dogan@gmail.com,HaDog92!2025,Hakan,Doğan,+90 535 752 26 47,Atatürk Blv 190,Izmir,35124,Turkey,2025-10-07T20:00:04,,,,,,,,,,,,,
bright.wolf_9800@icloud.com,MiVir50!2025,Mika,Virtanen,+358 044 3645039,Hämeenkatu 101,Helsinki,00951,Finland,2025-10-07T21:01:52,Poppy,Cat,Female,Maine Coon,False,7.0,7.0,5.0,Ideal,Moderately Active,Dry food,Happy and energetic,Very important
seda.ozturk@outlook.com,SeOzt74@2024,Seda,Öztürk,+90 539 838 79 25,Nispetiye Cd 33,Istanbul,34285,Turkey,2025-10-07T21:43:31,,,,,,,,,,,,,
mehmet.aydin269@gmail.com,MeAyd87$2025,Mehmet,Aydın,+90 531 545 12 97,Bağdat Cd 129,Istanbul,34900,Turkey,2025-10-07T21:53:02,,,,,,,,,,,,,
santeri.hamalainen547@gmail.com,SaHam35@2024,Santeri,Hämäläinen,+358 040 5018918,Kalevankatu 73,Espoo,02733,Finland,2025-10-07T22:08:30,Buddy,Dog,Female,Rottweiler,True,5.0,9.0,41.1,Overweight,Very Active,"Wet food, Raw food",Happy and energetic,Very important
lucky.sparrow_781@gmail.com,JuNie98!2024,Juha,Nieminen,+358 050 3373597,Esplanadi 126,Helsinki,00376,Finland,2025-10-07T22:10:31,Kiki,Dog,Male,Shiba Inu,False,7.0,2.0,7.5,Ideal,Less Active,Raw food,Picky eater,Very important
gizem.aksoy@gmail.com,GiAks23#2024,Gizem,Aksoy,+90 533 238 06 93,İnönü Cd 169,Ankara,06039,Turkey,2025-10-07T22:10:58,,,,,,,,,,,,,
mika.hamalainen526@gmail.com,MiHam39@2025,Mika,Hämäläinen,+358 040 5732458,Aleksanterinkatu 182,Helsinki,00930,Finland,2025-10-07T22:20:32,Kiki,Dog,Female,Cocker Spaniel,True,9.0,9.0,13.5,Ideal,Very Active,"Dry food, Wet food",Happy and energetic,Important
emre.polat475@gmail.com,EmPol57$2025,Emre,Polat,+90 535 747 69 51,Cumhuriyet Cd 136,Istanbul,34514,Turkey,2025-10-07T22:20:40,,,,,,,,,,,,,
paul.fernandez@gmail.com,PaFer48!2024,Paul,Fernández,+39 364 647 382,Rue de Rivoli 84,Rome,00118,Italy,2025-10-07T22:25:00,Sunny,Dog,Female,Golden Retriever,True,4.0,10.0,27.9,Overweight,Active,Dry food,Picky eater,Important
mahsa.rahimi268@gmail.com,MaRah81@2024,Mahsa,Rahimi,+98 0991 8642879,Kargar St 102,Tehran,7662673377,Iran,2025-10-07T22:28:15,,,,,,,,,,,,,
mert.yalcin@gmail.com,MeYal28@2025,Mert,Yalçın,+90 501 741 76 75,İstiklal Cd 111,Istanbul,34663,Turkey,2025-10-07T22:31:38,,,,,,,,,,,,,
elif.aksoy@nordiq.com,ElAks27@2024,Elif,Aksoy,+90 536 321 07 78,Bağdat Cd 59,Istanbul,34170,Turkey,2025-10-07T23:23:15,,,,,,,,,,,,,
gizem.demir@outlook.com,GiDem75@2024,Gizem,Demir,+90 532 457 63 47,Bağdat Cd 80,Istanbul,34438,Turkey,2025-10-08T00:01:53,,,,,,,,,,,,,
yusuf.celik997@gmail.com,YuCel59!2025,Yusuf,Çelik,+90 536 430 39 84,Turan Güneş Blv 22,Istanbul,34661,Turkey,2025-10-08T00:25:41,,,,,,,,,,,,,
emmi.hamalainen294@outlook.com,EmHam19#2025,Emmi,Hämäläinen,+358 044 7729205,Kalevankatu 160,Helsinki,00617,Finland,2025-10-08T00:56:43,,,,,,,,,,,,,
elif.aksoy@proton.me,ElAks90#2025,Elif,Aksoy,+90 531 833 46 35,Turan Güneş Blv 26,Istanbul,34479,Turkey,2025-10-08T01:01:47,Max,Dog,Female,Shiba Inu,False,4.0,2.0,10.1,Overweight,Less Active,"Wet food, Raw food",Calm and balanced,Important
lotte.devries@gmail.com,Lode 48@2024,Lotte,de Vries,+31 6 8931 3850,Coolsingel 237,Amsterdam,1008 34,Netherlands,2025-10-08T01:17:47,,,,,,,,,,,,,
burak.kilic963@outlook.com,BuKil59#2025,Burak,Kılıç,+90 530 396 83 47,Atatürk Blv 53,Mersin,33500,Turkey,2025-10-08T01:40:03,,,,,,,,,,,,,
lisa.mulder56@msn.com,LiMul72#2025,Lisa,Mulder,+31 6 1115 7629,Kalverstraat 151,Groningen,9746 13,Netherlands,2025-10-08T02:35:09,Sunny,Cat,Male,Siamese,True,12.0,3.0,4.1,Ideal,Very Active,"Wet food, Raw food",Easily distracted,Important
milan.bos@gmail.com,MiBos83@2024,Milan,Bos,+31 6 3710 6031,Blaak 65,Amsterdam,1059 03,Netherlands,2025-10-08T02:36:54,,,,,,,,,,,,,
seda.erdogan129@msn.com,SeErd26!2024,Seda,Erdoğan,+90 535 572 60 05,Turan Güneş Blv 239,Ankara,06849,Turkey,2025-10-08T02:57:37,,,,,,,,,,,,,
fox2172@outlook.com,EmDog56$2024,Emre,Doğan,+90 535 224 70 10,Turan Güneş Blv 81,Ankara,06609,Turkey,2025-10-08T03:27:28,,,,,,,,,,,,,
seda.aydin@gmail.com,SeAyd41#2025,Seda,Aydın,+90 537 426 68 16,İnönü Cd 103,Gaziantep,27607,Turkey,2025-10-08T03:28:26,,,,,,,,,,,,,
wolf4267@gmail.com,ElKos64#2024,Elina,Koskinen,+358 044 6725306,Aleksanterinkatu 196,Tampere,33889,Finland,2025-10-08T05:02:30,Sushi,Cat,Male,Sphynx,True,3.0,10.0,3.8,Overweight,Less Active,"Dry food, Wet food",Content and satisfied,Important
veera.heikkinen992@gmail.com,VeHei16@2025,Veera,Heikkinen,+358 050 4786253,Esplanadi 169,Helsinki,00775,Finland,2025-10-08T05:40:27,,,,,,,,,,,,,
cansu.dogan966@gmail.com,CaDog81#2024,Cansu,Doğan,+90 538 719 96 49,Atatürk Blv 181,Istanbul,34641,Turkey,2025-10-08T05:48:55,,,,,,,,,,,,,
anne.smit@icloud.com,AnSmi40@2025,Anne,Smit,+31 6 9962 9625,Blaak 227,Rotterdam,3063 76,Netherlands,2025-10-08T07:13:02,Daisy,Dog,Male,Golden Retriever,True,9.0,11.0,33.6,Overweight,Very Active,"Dry food, Wet food",Always hungry,Important
nina.vandermeer487@outlook.com,Nivan67@2024,Nina,van der Meer,+31 6 3157 0319,Lijnbaan 212,Amsterdam,1003 94,Netherlands,2025-10-08T07:44:10,,,,,,,,,,,,,
mika.korhonen757@yahoo.com,MiKor74@2024,Mika,Korhonen,+358 044 5448304,Kalevankatu 53,Helsinki,00551,Finland,2025-10-08T07:47:33,Luna,Dog,Male,Border Collie,True,8.0,6.0,14.7,Overweight,Less Active,"Wet food, Raw food",Picky eater,Important
lotte.bakker622@gmail.com,LoBak69@2024,Lotte,Bakker,+31 6 1838 8783,Nieuwezijds Voorburgwal 92,Amsterdam,1024 47,Netherlands,2025-10-08T07:52:04,,,,,,,,,,,,,
emmi.hamalainen@mervis.net,EmHam70@2025,Emmi,Hämäläinen,+358 050 4397389,Aleksanterinkatu 11,Helsinki,00600,Finland,2025-10-08T08:40:57,,,,,,,,,,,,,
bright.owl_5467@tutanota.com,SaVir32#2025,Santeri,Virtanen,+358 041 2818809,Itäkatu 48,Tampere,33243,Finland,2025-10-08T09:31:02,,,,,,,,,,,,,
ayse.arslan994@gmail.com,AyArs20@2024,Ayşe,Arslan,+90 534 724 18 49,İnönü Cd 131,Istanbul,34891,Turkey,2025-10-08T09:40:56,Hazel,Cat,Female,Persian,False,4.0,2.0,3.1,Overweight,Moderately Active,Wet food,Picky eater,Very important
seda.kilic830@yahoo.com,SeKil54#2025,Seda,Kılıç,+90 532 575 85 27,Atatürk Blv 102,Kayseri,38212,Turkey,2025-10-08T09:57:41,Hazel,Cat,Female,Maine Coon,True,15.0,0.0,7.0,Underweight,Very Active,"Dry food, Wet food",Easily distracted,Very important
silver.bear_4376@eurogrid.tr,AyCel68$2024,Ayşe,Çelik,+90 539 275 22 95,Turan Güneş Blv 229,Istanbul,34306,Turkey,2025-10-08T10:20:06,Kiki,Dog,Female,Beagle,True,11.0,11.0,9.6,Overweight,Very Active,"Dry food, Raw food",Picky eater,Important
ece.erdogan337@auroradata.io,EcErd37#2025,Ece,Erdoğan,+90 536 779 52 34,Bağdat Cd 211,Istanbul,34424,Turkey,2025-10-08T10:54:12,,,,,,,,,,,,,
jari.jarvinen296@outlook.com,JaJar82$2024,Jari,Järvinen,+358 044 5806915,Hämeenkatu 18,Helsinki,00630,Finland,2025-10-08T11:02:39,,,,,,,,,,,,,
sunny.otter_836@saha.com,CaAks50$2024,Can,Aksoy,+90 539 651 84 07,Nispetiye Cd 158,Bursa,16496,Turkey,2025-10-08T11:12:22,,,,,,,,,,,,,
ilona.koskinen@gmail.com,IlKos62@2025,Ilona,Koskinen,+358 044 2167368,Hämeenkatu 89,Lahti,15689,Finland,2025-10-08T12:12:17,Tiger,Dog,Male,Border Collie,True,5.0,3.0,16.1,Ideal,Active,Wet food,Content and satisfied,Very important
emre.ozturk699@gmail.com,EmOzt90!2025,Emre,Öztürk,+90 531 156 57 78,İnönü Cd 122,Konya,42477,Turkey,2025-10-08T12:47:59,,,,,,,,,,,,,
nina.jansen498@gmail.com,NiJan51#2025,Nina,Jansen,+31 6 1143 0749,Damrak 173,Amsterdam,1003 21,Netherlands,2025-10-08T13:12:30,,,,,,,,,,,,,
hilal.demir@mail.com,HiDem85!2025,Hilal,Demir,+90 530 687 48 64,Cumhuriyet Cd 8,Istanbul,34393,Turkey,2025-10-08T13:27:48,,,,,,,,,,,,,
burak.aydin585@gmail.com,BuAyd10!2025,Burak,Aydın,+90 532 189 56 53,Halaskargazi Cd 77,Istanbul,34865,Turkey,2025-10-08T13:45:05,,,,,,,,,,,,,
berk.demir@gmail.com,BeDem19#2025,Berk,Demir,+90 535 453 65 00,Halaskargazi Cd 113,Istanbul,34518,Turkey,2025-10-08T15:39:05,,,,,,,,,,,,,
cansu.kilic288@gmail.com,CaKil64$2025,Cansu,Kılıç,+90 536 324 58 06,İnönü Cd 58,Istanbul,34052,Turkey,2025-10-08T17:54:22,,,,,,,,,,,,,
berk.polat249@gmail.com,BePol89$2024,Berk,Polat,+90 532 588 15 08,Bağdat Cd 144,Istanbul,34589,Turkey,2025-10-08T17:56:01,,,,,,,,,,,,,
lucky.koala_2341@yahoo.com,RoJan89!2024,Rob,Jansen,+31 6 7043 3589,Damrak 65,Rotterdam,3021 09,Netherlands,2025-10-08T19:04:08,Zoe,Cat,Female,British Shorthair,False,8.0,0.0,4.7,Underweight,Less Active,"Dry food, Raw food",Easily distracted,Important
gizem.polat910@gmail.com,GiPol45!2025,Gizem,Polat,+90 505 119 45 35,Bağdat Cd 229,Istanbul,34504,Turkey,2025-10-08T19:08:08,,,,,,,,,,,,,
smart.lion_6016@outlook.com,MiKos70$2024,Mika,Koskinen,+358 040 7704539,Aleksanterinkatu 211,Helsinki,00844,Finland,2025-10-08T19:34:58,,,,,,,,,,,,,
femke.vanloon@gmail.com,Fevan10!2025,Femke,van Loon,+31 6 7491 4890,Nieuwezijds Voorburgwal 90,The Hague,2556 33,Netherlands,2025-10-08T19:55:09,,,,,,,,,,,,,
smartowl250@gmail.com,JaLai71$2024,Jari,Laine,+358 041 6958541,Aleksanterinkatu 45,Kuopio,70021,Finland,2025-10-08T20:01:56,,,,,,,,,,,,,
rapidwhale495@gmail.com,HaYil52!2024,Hakan,Yıldız,+90 536 175 88 07,İnönü Cd 228,Istanbul,34820,Turkey,2025-10-08T20:06:27,,,,,,,,,,,,,
cat2308@yahoo.com,AsYil81@2025,Aslı,Yıldız,+90 531 453 57 75,İstiklal Cd 60,Istanbul,34416,Turkey,2025-10-08T20:15:52,,,,,,,,,,,,,
deniz.yildiz441@gmail.com,DeYil30@2025,Deniz,Yıldız,+90 530 523 59 88,Cumhuriyet Cd 79,Istanbul,34640,Turkey,2025-10-08T20:31:50,,,,,,,,,,,,,
johan.vandijk@gmail.com,Jovan20#2024,Johan,van Dijk,+31 6 9041 4021,Blaak 13,The Hague,2544 19,Netherlands,2025-10-08T21:37:37,,,,,,,,,,,,,
ayse.sahin@gmail.com,AySah70@2025,Ayşe,Şahin,+90 505 356 10 76,Halaskargazi Cd 73,Konya,42964,Turkey,2025-10-08T21:58:57,,,,,,,,,,,,,
golden.koala_7409@icloud.com,GiSah34!2025,Gizem,Şahin,+90 536 930 28 82,Atatürk Blv 91,Istanbul,34769,Turkey,2025-10-08T22:22:43,,,,,,,,,,,,,
owl4177@gmail.com,DeDog66$2024,Deniz,Doğan,+90 534 705 03 31,İstiklal Cd 57,Antalya,07478,Turkey,2025-10-08T22:32:36,,,,,,,,,,,,,
pieter.vanloon109@gmail.com,Pivan78!2025,Pieter,van Loon,+31 6 1149 5697,Spui 193,Leiden,2313 64,Netherlands,2025-10-08T22:33:33,,,,,,,,,,,,,
cem.yalcin411@icloud.com,CeYal37$2025,Cem,Yalçın,+90 537 896 86 82,Nispetiye Cd 157,Istanbul,34788,Turkey,2025-10-08T22:44:44,,,,,,,,,,,,,
seda.yalcin@outlook.com,SeYal34@2025,Seda,Yalçın,+90 535 320 79 59,Atatürk Blv 43,Istanbul,34261,Turkey,2025-10-08T23:43:07,,,,,,,,,,,,,
rapid.tiger_3251@gmail.com,AySah41#2025,Ayşe,Şahin,+90 501 369 32 39,Halaskargazi Cd 37,Istanbul,34688,Turkey,2025-10-09T00:09:25,,,,,,,,,,,,,
berk.dogan425@gmail.com,BeDog65@2025,Berk,Doğan,+90 533 830 58 01,Bağdat Cd 17,Istanbul,34416,Turkey,2025-10-09T00:20:47,,,,,,,,,,,,,
miika.jarvinen@yahoo.com,MiJar46#2024,Miika,Järvinen,+358 040 7060989,Itäkatu 201,Oulu,90325,Finland,2025-10-09T02:02:26,,,,,,,,,,,,,
jari.koskinen63@msn.com,JaKos22!2024,Jari,Koskinen,+358 040 9052483,Esplanadi 214,Kuopio,70086,Finland,2025-10-09T02:24:58,,,,,,,,,,,,,
aino.nieminen@gmail.com,AiNie75#2025,Aino,Nieminen,+358 041 7678362,Mannerheimintie 68,Turku,20441,Finland,2025-10-09T02:33:56,Pepper,Dog,Female,French Bulldog,False,8.0,1.0,13.4,Overweight,Less Active,Wet food,Easily distracted,Important
ece.polat@gmail.com,EcPol47#2024,Ece,Polat,+90 536 382 42 42,Halaskargazi Cd 211,Konya,42893,Turkey,2025-10-09T03:04:00,Buddy,Cat,Male,British Shorthair,False,7.0,9.0,6.7,Muscular,Less Active,"Dry food, Wet food",Picky eater,Very important
deniz.aksoy@gmail.com,DeAks80$2024,Deniz,Aksoy,+90 537 218 61 78,Bağdat Cd 173,Istanbul,34973,Turkey,2025-10-09T03:09:33,,,,,,,,,,,,,
asli.aydin@gmail.com,AsAyd41$2025,Aslı,Aydın,+90 530 746 66 16,Turan Güneş Blv 120,Kayseri,38146,Turkey,2025-10-09T03:19:50,Rocky,Cat,Male,Siamese,True,4.0,11.0,3.6,Overweight,Active,Wet food,Picky eater,Very important
deniz.celik@gmail.com,DeCel31#2025,Deniz,Çelik,+90 539 965 22 23,Bağdat Cd 4,Gaziantep,27359,Turkey,2025-10-09T03:40:50,,,,,,,,,,,,,
heidi.hamalainen80@outlook.com,HeHam60#2024,Heidi,Hämäläinen,+358 050 3071943,Itäkatu 125,Helsinki,00958,Finland,2025-10-09T03:56:29,,,,,,,,,,,,,
whale9585@gmail.com,BeCel51!2024,Berk,Çelik,+90 537 693 82 09,İstiklal Cd 67,Gaziantep,27696,Turkey,2025-10-09T04:22:57,Smokey,Dog,Male,Cocker Spaniel,True,7.0,10.0,13.2,Underweight,Moderately Active,"Wet food, Raw food",Happy and energetic,Important
tom.bos43@yandex.com,ToBos97!2024,Tom,Bos,+31 6 2909 9529,Nieuwezijds Voorburgwal 111,Zwolle,8093 61,Netherlands,2025-10-09T05:38:56,,,,,,,,,,,,,
seda.aksoy235@gmail.com,SeAks69$2025,Seda,Aksoy,+90 501 999 80 07,İstiklal Cd 231,Istanbul,34634,Turkey,2025-10-09T06:14:14,Nala,Cat,Male,Ragdoll,True,2.0,9.0,5.2,Overweight,Very Active,"Wet food, Raw food",Easily distracted,Very important
onur.polat@yahoo.com,OnPol43@2024,Onur,Polat,+90 533 999 71 77,Atatürk Blv 171,Istanbul,34236,Turkey,2025-10-09T07:05:13,,,,,,,,,,,,,
elina.koskinen553@gmail.com,ElKos66#2025,Elina,Koskinen,+358 044 4125216,Hämeenkatu 168,Vantaa,01978,Finland,2025-10-09T07:07:17,,,,,,,,,,,,,
lucky.whale_5833@icloud.com,CeErd70@2025,Cem,Erdoğan,+90 538 594 12 63,Bağdat Cd 100,Istanbul,34186,Turkey,2025-10-09T07:08:54,,,,,,,,,,,,,
anne.vanloon997@gmail.com,Anvan57#2024,Anne,van Loon,+31 6 1814 0319,Coolsingel 228,Amsterdam,1013 99,Netherlands,2025-10-09T07:18:56,,,,,,,,,,,,,
gizem.arslan@gmail.com,GiArs72!2025,Gizem,Arslan,+90 533 889 92 97,Halaskargazi Cd 129,Istanbul,34233,Turkey,2025-10-09T07:44:31,,,,,,,,,,,,,
elif.kilic243@gmail.com,ElKil22!2024,Elif,Kılıç,+90 505 602 14 76,İstiklal Cd 124,Istanbul,34150,Turkey,2025-10-09T08:10:55,Charlie,Dog,Female,Labrador Retriever,True,3.0,2.0,27.9,Muscular,Active,Wet food,Always hungry,Very important
sunny.panda_1030@outlook.com,Rovan30@2025,Rob,van Vliet,+31 6 1803 7323,Blaak 166,Rotterdam,3024 73,Netherlands,2025-10-09T08:49:07,,,,,,,,,,,,,
selin.sahin649@gmail.com,SeSah47#2024,Selin,Şahin,+90 536 871 90 43,Nispetiye Cd 188,Gaziantep,27812,Turkey,2025-10-09T10:27:01,,,,,,,,,,,,,
luca.silva@outlook.com,LuSil40#2025,Luca,Silva,+33 6 24 54 60 30,Via Roma 184,Paris,75001,France,2025-10-09T11:06:56,Coco,Dog,Female,Border Collie,True,11.0,6.0,15.9,Underweight,Very Active,"Dry food, Wet food",Always hungry,Important
hakan.aksoy@bluewave.com,HaAks24!2025,Hakan,Aksoy,+90 532 255 37 88,Atatürk Blv 88,Istanbul,34601,Turkey,2025-10-09T11:28:10,,,,,,,,,,,,,
hilal.aksoy@outlook.com,HiAks21#2025,Hilal,Aksoy,+90 538 483 14 84,Nispetiye Cd 116,Konya,42608,Turkey,2025-10-09T11:32:29,,,,,,,,,,,,,
antti.heikkinen@gmail.com,AnHei97#2024,Antti,Heikkinen,+358 041 7882586,Itäkatu 131,Kuopio,70382,Finland,2025-10-09T11:52:24,,,,,,,,,,,,,
koala606@gmail.com,HaMou45#2024,Hamed,Mousavi,+98 0901 6729131,Valiasr St 187,Tehran,4480755669,Iran,2025-10-09T12:17:28,,,,,,,,,,,,,
eagle2167@gmail.com,EcYal32!2024,Ece,Yalçın,+90 537 722 69 01,Atatürk Blv 207,Istanbul,34627,Turkey,2025-10-09T13:47:00,,,,,,,,,,,,,
mert.dogan52@icloud.com,MeDog20#2025,Mert,Doğan,+90 534 249 26 25,Cumhuriyet Cd 18,Bursa,16309,Turkey,2025-10-09T15:00:19,,,,,,,,,,,,,
wolf5373@outlook.com,MaJan39#2025,Maarten,Jansen,+31 6 7178 9591,Lijnbaan 193,Amsterdam,1030 61,Netherlands,2025-10-09T15:09:30,Rocky,Cat,Female,Persian,True,15.0,5.0,4.9,Underweight,Less Active,Wet food,Calm and balanced,Very important
can.yalcin834@yahoo.com,CaYal74!2025,Can,Yalçın,+90 532 783 09 41,İnönü Cd 111,Istanbul,34460,Turkey,2025-10-09T15:28:24,,,,,,,,,,,,,
berk.celik681@msn.com,BeCel66#2025,Berk,Çelik,+90 539 390 04 08,Nispetiye Cd 90,Istanbul,34785,Turkey,2025-10-09T15:34:07,,,,,,,,,,,,,
bright.cat_1464@gmail.com,NiBos37$2024,Nina,Bos,+31 6 2431 5523,Lijnbaan 134,Groningen,9775 89,Netherlands,2025-10-09T15:37:09,,,,,,,,,,,,,
ece.celik@gmail.com,EcCel42@2025,Ece,Çelik,+90 539 619 57 19,Cumhuriyet Cd 8,Istanbul,34236,Turkey,2025-10-09T16:01:38,,,,,,,,,,,,,
pieter.meijer@msn.com,PiMei55$2025,Pieter,Meijer,+31 6 5936 6243,Spui 60,Rotterdam,3099 20,Netherlands,2025-10-09T17:38:37,,,,,,,,,,,,,
santeri.jarvinen@safronix.fi,SaJar98#2024,Santeri,Järvinen,+358 044 6067206,Aleksanterinkatu 180,Helsinki,00785,Finland,2025-10-09T17:38:43,,,,,,,,,,,,,
sanne.mulder393@gmail.com,SaMul80$2025,Sanne,Mulder,+31 6 4185 4380,Spui 77,Amsterdam,1021 68,Netherlands,2025-10-09T17:38:56,Loki,Dog,Male,Cocker Spaniel,False,3.0,0.0,15.6,Underweight,Active,Wet food,Always hungry,Very important
deniz.erdogan@gmail.com,DeErd24@2025,Deniz,Erdoğan,+90 534 385 84 42,Halaskargazi Cd 142,Istanbul,34065,Turkey,2025-10-09T17:55:24,,,,,,,,,,,,,
mehmet.polat@gmail.com,MePol16#2024,Mehmet,Polat,+90 537 227 15 71,Turan Güneş Blv 164,Istanbul,34086,Turkey,2025-10-09T18:06:29,,,,,,,,,,,,,
mert.koc@saha.com,MeKoc95!2024,Mert,Koç,+90 505 461 55 51,Cumhuriyet Cd 226,Istanbul,34807,Turkey,2025-10-09T18:50:42,,,,,,,,,,,,,
silentpanda170@outlook.com,AnVir32@2024,Antti,Virtanen,+358 040 3614885,Itäkatu 66,Helsinki,00325,Finland,2025-10-09T19:41:31,,,,,,,,,,,,,
yusuf.arslan@icloud.com,YuArs68@2024,Yusuf,Arslan,+90 535 634 14 15,Nispetiye Cd 214,Bursa,16622,Turkey,2025-10-09T19:46:30,Sunny,Dog,Male,Beagle,False,2.0,8.0,12.0,Muscular,Less Active,"Dry food, Raw food",Easily distracted,Important
hilal.dogan@gmail.com,HiDog34!2024,Hilal,Doğan,+90 531 825 42 83,Turan Güneş Blv 41,Kayseri,38133,Turkey,2025-10-09T20:02:05,,,,,,,,,,,,,
nina.smit179@gmail.com,NiSmi82$2025,Nina,Smit,+31 6 6313 8076,Lijnbaan 238,Amsterdam,1016 61,Netherlands,2025-10-09T20:17:50,Zoe,Dog,Male,French Bulldog,True,9.0,5.0,10.7,Underweight,Less Active,Dry food,Content and satisfied,Very important
wolf5665@gmail.com,HaAyd11$2025,Hakan,Aydın,+90 534 819 56 36,Halaskargazi Cd 185,Istanbul,34398,Turkey,2025-10-09T20:18:18,,,,,,,,,,,,,
zeynep.erdogan@iberix.com,ZeErd69@2025,Zeynep,Erdoğan,+90 531 626 67 74,İstiklal Cd 151,Istanbul,34660,Turkey,2025-10-09T20:51:57,,,,,,,,,,,,,
asli.arslan747@yahoo.com,AsArs75$2025,Aslı,Arslan,+90 533 327 20 16,Atatürk Blv 75,Istanbul,34589,Turkey,2025-10-09T21:30:01,Pepper,Dog,Male,Shiba Inu,True,1.0,6.0,8.6,Muscular,Very Active,"Dry food, Wet food",Happy and energetic,Very important
urban.sparrow_5004@gmail.com,Rode 15!2025,Rob,de Vries,+31 6 1626 8276,Lijnbaan 81,Amsterdam,1091 91,Netherlands,2025-10-09T21:51:45,,,,,,,,,,,,,
smarteagle13@gmail.com,OlMak96#2024,Olli,Mäkinen,+358 044 7899253,Hämeenkatu 48,Helsinki,00772,Finland,2025-10-09T22:17:28,,,,,,,,,,,,,
elif.aydin684@novatek.io,ElAyd63$2024,Elif,Aydın,+90 539 228 95 42,İstiklal Cd 147,Istanbul,34075,Turkey,2025-10-09T22:50:21,,,,,,,,,,,,,
lisa.vanloon@gmail.com,Livan17@2025,Lisa,van Loon,+31 6 5645 3879,Vismarkt 170,Amsterdam,1018 10,Netherlands,2025-10-09T23:07:53,Cooper,Cat,Female,Sphynx,True,11.0,4.0,3.0,Ideal,Less Active,Raw food,Easily distracted,Very important
anne.kuiper@gmail.com,AnKui51$2025,Anne,Kuiper,+31 6 6752 2373,Kalverstraat 226,Rotterdam,3016 64,Netherlands,2025-10-10T02:17:47,,,,,,,,,,,,,
deniz.demir@yahoo.com,DeDem87@2025,Deniz,Demir,+90 532 821 97 58,Cumhuriyet Cd 7,Gaziantep,27432,Turkey,2025-10-10T02:24:48,Chloe,Dog,Male,Poodle,True,8.0,9.0,23.2,Ideal,Active,Raw food,Content and satisfied,Important
gizem.aydin@gmail.com,GiAyd38!2024,Gizem,Aydın,+90 537 525 95 42,Atatürk Blv 33,Istanbul,34250,Turkey,2025-10-10T02:47:01,,,,,,,,,,,,,
silent.tiger_6569@gmail.com,LiBos39@2025,Lisa,Bos,+31 6 6257 3542,Nieuwezijds Voorburgwal 202,Amsterdam,1038 98,Netherlands,2025-10-10T02:52:46,,,,,,,,,,,,,
sara.ahmadi910@galaxion.de,SaAhm68@2024,Sara,Ahmadi,+98 0912 8502077,Kargar St 248,Mashhad,0327505779,Iran,2025-10-10T03:02:01,,,,,,,,,,,,,
mert.koc@outlook.com,MeKoc16@2025,Mert,Koç,+90 532 353 07 37,Bağdat Cd 81,Kayseri,38829,Turkey,2025-10-10T04:05:20,,,,,,,,,,,,,
urban.koala_9100@gmail.com,CeYal70@2024,Cem,Yalçın,+90 531 228 97 41,Nispetiye Cd 197,Istanbul,34236,Turkey,2025-10-10T04:48:37,,,,,,,,,,,,,
onur.dogan141@outlook.com,OnDog88@2024,Onur,Doğan,+90 538 491 69 11,Turan Güneş Blv 129,Istanbul,34088,Turkey,2025-10-10T04:58:17,,,,,,,,,,,,,
selin.celik@gmail.com,SeCel17@2024,Selin,Çelik,+90 505 136 73 83,Nispetiye Cd 149,Istanbul,34476,Turkey,2025-10-10T05:24:21,,,,,,,,,,,,,
seda.kaya689@outlook.com,SeKay38$2024,Seda,Kaya,+90 530 232 26 16,Cumhuriyet Cd 41,Gaziantep,27410,Turkey,2025-10-10T06:01:09,,,,,,,,,,,,,
sophie.visser@gmail.com,SoVis18@2025,Sophie,Visser,+31 6 6407 6704,Blaak 33,Utrecht,3536 63,Netherlands,2025-10-10T06:07:14,,,,,,,,,,,,,
cem.koc625@yahoo.com,CeKoc31#2024,Cem,Koç,+90 538 569 34 29,Nispetiye Cd 93,Istanbul,34280,Turkey,2025-10-10T06:10:42,,,,,,,,,,,,,
asli.kilic@msn.com,AsKil31!2024,Aslı,Kılıç,+90 534 414 67 41,Atatürk Blv 69,Ankara,06074,Turkey,2025-10-10T06:12:25,,,,,,,,,,,,,
